This is the complete list of games supported by MAME 0.74 (Sep 14 2003).
Variants of the same game are not included, you can use the -listclones command
to get a list of the alternate versions of a given game.

This list is generated automatically and is not 100% accurate (particularly in
the Screen Flip column). Please let us know of any errors so we can correct
them.

Here are the meanings of the columns:

Working
=======
  NO: Emulation is still in progress; the game does not work correctly. This
  means anything from major problems to a black screen.

Correct Colors
==============
    YES: Colors should be identical to the original.
  CLOSE: Colors are nearly correct.
     NO: Colors are completely wrong. 
  
  Note: In some cases, the color PROMs for some games are not yet available.
  This causes a NO GOOD DUMP KNOWN message on startup (and, of course, the game
  has wrong colors). The game will still say YES in this column, however,
  because the code to handle the color PROMs has been added to the driver. When
  the PROMs are available, the colors will be correct.

Sound
=====
  PARTIAL: Sound support is incomplete or not entirely accurate. 

  Note: Some original games contain analog sound circuitry, which is difficult
  to emulate. Therefore, these emulated sounds may be significantly different.

Screen Flip
===========
  Many games were offered in cocktail-table models, allowing two players to sit
  across from each other; the game's image flips 180 degrees for each player's
  turn. Some games also have a "Flip Screen" DIP switch setting to turn the
  picture (particularly useful with vertical games).
  In many cases, this feature has not yet been emulated.

Internal Name
=============
  This is the unique name that must be used when running the game from a
  command line.

  Note: Each game's ROM set must be placed in the ROM path, either in a .zip
  file or in a subdirectory with the game's Internal Name. The former is
  suggested, because the files will be identified by their CRC instead of
  requiring specific names.

+----------------------------------+-------+-------+-------+-------+----------+
|                                  |       |Correct|       |Screen | Internal |
| Cassette: Night Star             |  Yes  |  Yes  |  Yes  |  Yes  | cnightst |
| Cassette: Peter Pepper's Ice Crea|  Yes  |  Yes  |  Yes  |  Yes  | cppicf   |
| Cassette: Pro Bowling            |  Yes  |  Yes  |  Yes  |  Yes  | cprobowl |
| Cassette: Pro Golf               |  Yes  |  Yes  |  Yes  |  Yes  | cprogolf |
| Cassette: Pro Soccer             |  Yes  |  Yes  |  Yes  |  Yes  | cprosocc |
| Cassette: Pro Tennis             |  Yes  |  Yes  |  Yes  |  Yes  | cptennis |
| Cassette: Rootin' Tootin'        |  Yes  |  Yes  |  Yes  |  Yes  | clapapa  |
| Cassette: Scrum Try              |  Yes  |  Yes  |  Yes  |  Yes  | cscrtry  |
| Cassette: Super Astro Fighter    |  Yes  |  Yes  |  Yes  |  Yes  | csuperas |
| Cassette: Terranean              |  Yes  |  Yes  |  Yes  |  Yes  | cterrani |
| Cassette: Test Tape              |  Yes  |  Yes  |  Yes  |  Yes  | ctsttape |
| Cassette: Tornado                |  Yes  |  Yes  |  Yes  |  Yes  | ctornado |
| Cassette: Treasure Island        |  Yes  |  Yes  |  Yes  |  Yes  | ctisland |
| Catapult                         |   No  |  Yes  |  Yes  |  Yes  | catapult |
| Cavelon                          |  Yes  |  Yes  |  Yes  |  Yes  | cavelon  |
| Caveman Ninja                    |  Yes  |  Yes  |  Yes  |  Yes  | cninja   |
| Centipede                        |  Yes  |  Yes  |  Yes  |  Yes  | centiped |
| Cerberus                         |  Yes  |  Yes  |  Yes  |  Yes  | cerberus |
| Chack'n Pop                      |  Yes  |  Yes  |  Yes  |  Yes  | chaknpop |
| Challenger                       |  Yes  |  Yes  |  Yes  |  Yes  | challeng |
| Chameleon                        |  Yes  |  Yes  |  Yes  |  Yes  | chameleo |
| Champion Baseball                |  Yes  |  Yes  |  Yes  |  Yes  | champbas |
| Champion Boxing                  |  Yes  |  Yes  |  Yes  |  Yes  | chboxing |
| Champion Pro Wrestling           |  Yes  |  Yes  |  Yes  |  Yes  | chwrestl |
| Champion Wrestler                |  Yes  |  Yes  |  Yes  |  Yes  | champwr  |
| Championship Sprint              |  Yes  |  Yes  |  Yes  |  Yes  | csprint  |
| Change Air Blade                 |  Yes  |  Yes  |  Yes  |   No  | cairblad |
| Changes                          |  Yes  |  Yes  |  Yes  |  Yes  | changes  |
| Chase H.Q.                       |  Yes  |  Yes  |  Yes  |  Yes  | chasehq  |
| Check Man                        |  Yes  |  Yes  |  Yes  |  Yes  | checkman |
| Checkmate                        |  Yes  |  Yes  |   No  |  Yes  | checkmat |
| Cheeky Mouse                     |  Yes  |   No  |Partial|  Yes  | cheekyms |
| Cheese Chase                     |  Yes  |  Yes  |  Yes  |  Yes  | cheesech |
| Chelnov - Atomic Runner          |  Yes  |  Yes  |  Yes  |  Yes  | chelnov  |
| Chequered Flag                   |   No  |  Yes  |Partial|  Yes  | chqflag  |
| Cheyenne                         |  Yes  |  Yes  |  Yes  |  Yes  | cheyenne |
| Chibi Marukochan Deluxe Quiz     |  Yes  |  Yes  |  Yes  |  Yes  | marukodq |
| Chicken Shift                    |  Yes  |  Yes  |  Yes  |  Yes  | cshift   |
| Chiller                          |  Yes  |  Yes  |  Yes  |  Yes  | chiller  |
| Chimera Beast                    |  Yes  |  Yes  |  Yes  |  Yes  | chimerab |
| China Gate                       |  Yes  |  Yes  |  Yes  |  Yes  | chinagat |
| China Town                       |  Yes  |  Yes  |  Yes  |  Yes  | chinatwn |
| Chinese Casino [BET]             |  Yes  |  Yes  |  Yes  |  Yes  | ccasino  |
| Chinese Hero                     |  Yes  |  Yes  |  Yes  |  Yes  | chinhero |
| Choplifter                       | No(1) |  Yes  |  Yes  |  Yes  | chplft   |
| Chopper I                        |  Yes  |  Yes  |  Yes  |   No  | chopper  |
| Chuka Taisen                     |  Yes  |  Yes  |  Yes  |  Yes  | chukatai |
| Circus                           |  Yes  |  Yes  | Yes(2)|  Yes  | circus   |
| Circus Charlie                   |  Yes  |  Yes  |  Yes  |  Yes  | circusc  |
| Cisco Heat                       |  Yes  |  Yes  |  Yes  |  Yes  | cischeat |
| City Bomber                      |  Yes  |  Yes  |  Yes  |   No  | citybomb |
| City Connection                  |  Yes  |  Yes  |  Yes  |  Yes  | citycon  |
| City Love                        |  Yes  |  Yes  |  Yes  |  Yes  | citylove |
| Clash-Road                       |  Yes  |  Yes  |  Yes  |  Yes  | clshroad |
| Clay Pigeon                      |  Yes  |  Yes  |  Yes  |  Yes  | claypign |
| Clay Shoot                       |  Yes  |  Yes  |   No  |  Yes  | clayshoo |
| Cleopatra Fortune                |  Yes  |  Yes  |  Yes  |  Yes  | cleopatr |
| Cliffhanger - Edward Randy, The  |  Yes  |  Yes  |  Yes  |  Yes  | edrandy  |
| Cloak & Dagger                   |  Yes  |  Yes  |  Yes  |   No  | cloak    |
| Cloud 9                          |  Yes  |  Yes  |  Yes  |   No  | cloud9   |
| Clowns                           |  Yes  |  Yes  |Part(2)|  Yes  | clowns   |
| Cobra-Command                    |  Yes  |  Yes  |  Yes  |  Yes  | cobracom |
| Colony 7                         |  Yes  |  Yes  |  Yes  |  Yes  | colony7  |
| Columns                          |  Yes  |  Yes  |  Yes  |  Yes  | columns  |
| Columns II - The Voyage Through T|  Yes  |  Yes  |  Yes  |  Yes  | columns2 |
| Combat                           |  Yes  |  Yes  |  Yes  |  Yes  | combat   |
| Combat School                    |  Yes  |  Yes  |  Yes  |  Yes  | combasc  |
| Combatribes, The                 |  Yes  |  Yes  |  Yes  |   No  | ctribe   |
| Commando                         |  Yes  |  Yes  |  Yes  |  Yes  | commsega |
| Commando                         |  Yes  |  Yes  |  Yes  |  Yes  | commando |
| Comotion                         |  Yes  |  Yes  |Part(2)|  Yes  | comotion |
| Complex X                        |  Yes  |  Yes  |  Yes  |  Yes  | complexx |
| Congo Bongo                      |  Yes  |  Yes  | Yes(2)|  Yes  | congo    |
| Continental Circus               |  Yes  |  Yes  |  Yes  |  Yes  | contcirc |
| Contra                           |  Yes  |  Yes  |  Yes  |  Yes  | contra   |
| Cop 01                           |  Yes  |  Yes  |  Yes  |  Yes  | cop01    |
| Cops'n Robbers                   |  Yes  |  Yes  |   No  |  Yes  | copsnrob |
| Cosmic Alien                     |  Yes  |  Yes  |   No  |  Yes  | cosmica  |
| Cosmic Avenger                   |  Yes  |  Yes  |  Yes  |  Yes  | cavenger |
| Cosmic Chasm                     |  Yes  |  Yes  |  Yes  |  Yes  | cchasm   |
| Cosmic Cop                       |  Yes  |  Yes  |  Yes  |   No  | cosmccop |
| Cosmic Guerilla                  |  Yes  |  Yes  | Yes(2)|   No  | cosmicg  |
| Cosmo Gang the Puzzle            |  Yes  |  Yes  |Partial|  Yes  | cgangpzl |
| Cosmo Gang the Video             |  Yes  |  Yes  |  Yes  |  Yes  | cosmogng |
| Cosmos                           |  Yes  |  Yes  |Partial|   No  | cosmos   |
| Crackshot                        |  Yes  |  Yes  |  Yes  |  Yes  | cracksht |
| Crash                            |  Yes  |  Yes  |Partial|  Yes  | crash    |
| Crater Raider                    |  Yes  |  Yes  |  Yes  |  Yes  | crater   |
| Crayon Shinchan Orato Asobo      |  Yes  |  Yes  |  Yes  |  Yes  | qcrayon2 |
| Crazy Balloon                    |  Yes  |  Yes  |Partial|  Yes  | crbaloon |
| Crazy Climber                    |  Yes  |  Yes  |  Yes  |  Yes  | cclimber |
| Crazy Climber 2                  |  Yes  |  Yes  |  Yes  |  Yes  | cclimbr2 |
| Crazy Kong                       |  Yes  |  Yes  |  Yes  |  Yes  | ckong    |
| Crazy Rally                      |  Yes  |  Yes  |  Yes  |  Yes  | crzrally |
| Crime City                       |  Yes  |  Yes  |  Yes  |  Yes  | crimec   |
| Crime Fighters                   |  Yes  |  Yes  |  Yes  |  Yes  | crimfght |
| Crossbow                         |  Yes  |  Yes  |  Yes  |  Yes  | crossbow |
| Crossed Swords                   |  Yes  |  Yes  |  Yes  |  Yes  | crsword  |
| Crowns Golf                      |  Yes  |  Yes  |  Yes  |  Yes  | crgolf   |
| Crude Buster                     |  Yes  |  Yes  |  Yes  |  Yes  | cbuster  |
| Cruis'n USA                      |  Yes  |  Yes  |  Yes  |  Yes  | crusnusa |
| Cruis'n World                    |  Yes  |  Yes  |  Yes  |  Yes  | crusnwld |
| Crush Roller                     |  Yes  |  Yes  |  Yes  |  Yes  | crush    |
| Crystal Castles                  |  Yes  |  Yes  |  Yes  |  Yes  | ccastles |
| Crystal Gal                      |   No  |  Yes  |  Yes  |  Yes  | crystalg |
| Crystal Gal 2                    |   No  |  Yes  |  Yes  |  Yes  | crystal2 |
| Cuby Bop                         |  Yes  |  Yes  |  Yes  |  Yes  | cubybop  |
| CueBrick                         |  Yes  |  Yes  |  Yes  |  Yes  | cuebrick |
| Curve Ball                       |  Yes  |  Yes  |  Yes  |  Yes  | curvebal |
| Cutie Q                          |  Yes  |  Yes  |  Yes  |  Yes  | cutieq   |
| Cybattler                        |  Yes  |  Yes  |  Yes  |  Yes  | cybattlr |
| Cyber-Lip                        |  Yes  |  Yes  |  Yes  |  Yes  | cyberlip |
| Cyberball                        |  Yes  |  Yes  |  Yes  |  Yes  | cyberbal |
| Cyberbots: Fullmetal Madness     |  Yes  |  Yes  |  Yes  |  Yes  | cybots   |
| Cyvern                           |  Yes  |  Yes  |  Yes  |  Yes  | cyvern   |
| D-Con                            |  Yes  |  Yes  |  Yes  |   No  | dcon     |
| D-Day                            |  Yes  | Close |  Yes  |  Yes  | dday     |
| Daioh                            |  Yes  |  Yes  |  Yes  |  Yes  | daioh    |
| Daisu-Kiss                       |  Yes  |  Yes  |  Yes  |  Yes  | daiskiss |
| Daitoride                        |  Yes  |  Yes  |   No  |  Yes  | daitorid |
| Dancing Eyes                     |   No  |  Yes  |   No  |  Yes  | danceyes |
| Dangar - Ufo Robo                |  Yes  |  Yes  |  Yes  |  Yes  | dangar   |
| Danger Zone                      |  Yes  |  Yes  |  Yes  |  Yes  | dangerz  |
| Dangerous Seed                   |  Yes  |  Yes  |  Yes  |  Yes  | dangseed |
| Dangun Feveron                   |  Yes  |  Yes  |  Yes  |  Yes  | dfeveron |
| Danny Sullivan's Indy Heat       |  Yes  |  Yes  |  Yes  |  Yes  | indyheat |
| Daraku Tenshi - The Fallen Angels|  Yes  |  Yes  |  Yes  |  Yes  | daraku   |
| Darius                           |  Yes  |  Yes  |  Yes  |  Yes  | darius   |
| Darius Gaiden - Silver Hawk      |  Yes  |  Yes  |  Yes  |  Yes  | dariusg  |
| Darius II                        |  Yes  |  Yes  |  Yes  |  Yes  | darius2  |
| Dark Planet                      |  Yes  |  Yes  |  Yes  |  Yes  | darkplnt |
| Dark Seal                        |  Yes  |  Yes  |  Yes  |  Yes  | darkseal |
| Dark Tower                       |  Yes  |  Yes  |  Yes  |   No  | darktowr |
| Dark Warrior                     |  Yes  |  Yes  |Partial|   No  | darkwar  |
| Darkstalkers: The Night Warriors |  Yes  |  Yes  |  Yes  |  Yes  | dstlk    |
| Darwin 4078                      |  Yes  |  Yes  |  Yes  |  Yes  | darwin   |
| Datsun 280 Zzzap                 |  Yes  |  Yes  |   No  |  Yes  | 280zzzap |
| Dazzler                          |  Yes  |  Yes  |Partial|   No  | dazzler  |
| Dead Angle                       |  Yes  |  Yes  |Partial|  Yes  | deadang  |
| Dead Connection                  |  Yes  |  Yes  |  Yes  |  Yes  | deadconx |
| Dead Eye                         |  Yes  |  Yes  |  Yes  |  Yes  | deadeye  |
| Deep, The                        |  Yes  |  Yes  |  Yes  |  Yes  | thedeep  |
| Defend the Terra Attack on the Re|  Yes  |  Yes  |  Yes  |  Yes  | redufo   |
| Defender                         |  Yes  |  Yes  |  Yes  |  Yes  | defender |
| Demolition Derby                 |  Yes  |  Yes  |  Yes  |  Yes  | demoderb |
| Demon                            |  Yes  |  Yes  |  Yes  |  Yes  | demon    |
| Demon's World / Horror Story     |  Yes  |  Yes  |  Yes  |  Yes  | demonwld |
| Depthcharge                      |  Yes  |  Yes  | Yes(2)|  Yes  | depthch  |
| Desert Gun                       |  Yes  |  Yes  |   No  |  Yes  | desertgu |
| Desert War / Wangan Sensou       |  Yes  |  Yes  |   No  |  Yes  | desertwr |
| Destroyer                        |  Yes  |  Yes  |   No  |  Yes  | destroyr |
| Devastators                      |  Yes  |  Yes  |  Yes  |  Yes  | devstors |
| Devil Fish                       |  Yes  |  Yes  |  Yes  |  Yes  | devilfsh |
| Devil World                      |  Yes  |  Yes  |  Yes  |  Yes  | devilw   |
| Devil Zone                       |  Yes  |  Yes  |Partial|  Yes  | devzone  |
| Dharma Doujou                    |  Yes  |  Yes  |   No  |  Yes  | dharma   |
| Diamond Run                      |  Yes  |  Yes  |  Yes  |  Yes  | diamond  |
| Dig Dug                          |  Yes  |  Yes  |  Yes  |  Yes  | digdug   |
| Dig Dug II                       |  Yes  |  Yes  |  Yes  |  Yes  | digdug2  |
| Digger                           |  Yes  |  Yes  |   No  |  Yes  | digger   |
| Dimahoo                          |  Yes  |  Yes  |  Yes  |  Yes  | dimahoo  |
| Dingo                            |  Yes  |  Yes  |  Yes  |  Yes  | dingo    |
| Dino Rex                         |  Yes  |  Yes  |  Yes  |  Yes  | dinorex  |
| Dirt Fox                         |  Yes  |  Yes  |  Yes  |  Yes  | dirtfoxj |
| Disco Mahjong Otachidai no Okite |  Yes  |  Yes  |  Yes  |  Yes  | otatidai |
| Disco No.1                       |  Yes  |  Yes  |  Yes  |  Yes  | disco    |
| Discs of Tron                    |  Yes  |  Yes  |  Yes  |  Yes  | dotron   |
| Diver Boy                        |  Yes  |  Yes  |Partial|  Yes  | diverboy |
| Do! Run Run                      |  Yes  |  Yes  |  Yes  |   No  | dorunrun |
| DoDonPachi                       |  Yes  |  Yes  |  Yes  |  Yes  | ddonpach |
| Dock Man                         |  Yes  |  Yes  |  Yes  |  Yes  | dockman  |
| Dog Fight                        |  Yes  | Close |  Yes  |  Yes  | dogfight |
| Dog Patch                        |  Yes  |  Yes  |   No  |  Yes  | dogpatch |
| Dogyuun                          |  Yes  |  Yes  |   No  |  Yes  | dogyuun  |
| Dokaben                          |  Yes  |  Yes  |  Yes  |  Yes  | dokaben  |
| Domino Man                       |  Yes  |  Yes  |  Yes  |  Yes  | domino   |
| Dominos                          |  Yes  |  Yes  |  Yes  |  Yes  | dominos  |
| Dommy                            |  Yes  |  Yes  |  Yes  |  Yes  | dommy    |
| Don Den Lover Vol. 1             |  Yes  | Close |  Yes  |   No  | ddenlovr |
| Don Den Mahjong [BET]            |  Yes  |  Yes  |  Yes  |  Yes  | dondenmj |
| Don Doko Don                     |  Yes  |  Yes  |  Yes  |  Yes  | dondokod |
| DonPachi                         |  Yes  |  Yes  |  Yes  |  Yes  | donpachi |
| Donkey Kong                      |  Yes  |  Yes  | Yes(2)|  Yes  | dkong    |
| Donkey Kong 3                    |  Yes  |  Yes  |  Yes  |  Yes  | dkong3   |
| Donkey Kong Junior               |  Yes  |  Yes  | Yes(2)|  Yes  | dkongjr  |
| Dorodon                          |  Yes  |  Yes  |  Yes  |  Yes  | dorodon  |
| Dottori Kun                      |  Yes  |  Yes  |   No  |  Yes  | dotrikun |
| Double Axle                      |  Yes  |  Yes  |  Yes  |  Yes  | dblaxle  |
| Double Dragon                    |  Yes  |  Yes  |  Yes  |  Yes  | ddragon  |
| Double Dragon                    |  Yes  |  Yes  |  Yes  |  Yes  | doubledr |
| Double Dragon 3 - The Rosetta Sto|  Yes  |  Yes  |  Yes  |   No  | ddragon3 |
| Double Dragon II - The Revenge   |  Yes  |  Yes  |  Yes  |  Yes  | ddragon2 |
| Double Dribble                   |  Yes  |  Yes  |  Yes  |  Yes  | ddribble |
| DownTown                         |  Yes  |  Yes  |  Yes  |  Yes  | downtown |
| Dr. Micro                        |  Yes  |  Yes  |  Yes  |  Yes  | drmicro  |
| Dr. Toppel's Adventure           |  Yes  |  Yes  |  Yes  |  Yes  | drtoppel |
| Drag Race                        |  Yes  |  Yes  |  Yes  |  Yes  | dragrace |
| Dragon Blaze                     |  Yes  |  Yes  |  Yes  |  Yes  | dragnblz |
| Dragon Breed                     |  Yes  |  Yes  |  Yes  |   No  | dbreed   |
| Dragon Buster                    |  Yes  |  Yes  |  Yes  |  Yes  | drgnbstr |
| Dragon Gun                       |  Yes  |  Yes  |  Yes  |  Yes  | dragngun |
| Dragon Master                    |  Yes  |  Yes  |  Yes  |  Yes  | drgnmst  |
| Dragon Punch                     |  Yes  |  Yes  |  Yes  |  Yes  | drgpunch |
| Dragon Saber                     |  Yes  |  Yes  |  Yes  |  Yes  | dsaber   |
| Dragon Spirit                    |  Yes  |  Yes  |  Yes  |  Yes  | dspirit  |
| Dragon Unit / Castle of Dragon   |  Yes  |  Yes  |  Yes  |  Yes  | drgnunit |
| Dragonball Z                     |  Yes  |  Yes  |  Yes  |  Yes  | dbz      |
| Dragonball Z 2 Super Battle      |  Yes  |  Yes  |  Yes  |  Yes  | dbz2     |
| Dragoon Might                    |  Yes  |  Yes  |  Yes  |  Yes  | dragoonj |
| Dramatic Adventure Quiz Keith & L|  Yes  |  Yes  |  Yes  |   No  | keithlcy |
| Dream Shopper                    |  Yes  |  Yes  |  Yes  |  Yes  | dremshpr |
| Dream Soccer '94                 |  Yes  |  Yes  |  Yes  |  Yes  | dsoccr94 |
| Dribbling                        |  Yes  |  Yes  |   No  |  Yes  | dribling |
| Drift Out                        |  Yes  |  Yes  |  Yes  |  Yes  | driftout |
| Drift Out '94 - The Hard Order   |  Yes  |  Yes  |  Yes  |   No  | drifto94 |
| Dungeon Magic                    |  Yes  |  Yes  |  Yes  |  Yes  | dungeonm |
| Dungeons & Dragons: Shadow over M|  Yes  |  Yes  |  Yes  |  Yes  | ddsom    |
| Dungeons & Dragons: Tower of Doom|  Yes  |  Yes  |  Yes  |  Yes  | ddtod    |
| Dyger                            |  Yes  |  Yes  |  Yes  |  Yes  | dyger    |
| Dynamic Ski                      |  Yes  |  Yes  |  Yes  |   No  | dynamski |
| Dynamite Duke                    |  Yes  |  Yes  |  Yes  |  Yes  | dynduke  |
| Dynamite Dux                     |  Yes  |  Yes  |  Yes  |  Yes  | dduxbl   |
| Dynamite League                  |  Yes  |  Yes  |  Yes  |  Yes  | dleague  |
| Dynasty Wars                     |  Yes  |  Yes  |  Yes  |  Yes  | dw       |
| E-Swat - Cyber Police            | No(1) |  Yes  |  Yes  |  Yes  | eswat    |
| E.D.F. : Earth Defense Force     |  Yes  |  Yes  |  Yes  |  Yes  | edf      |
| ESP Ra.De.                       |  Yes  |  Yes  |  Yes  |  Yes  | esprade  |
| Eco Fighters                     |  Yes  |  Yes  |  Yes  |  Yes  | ecofghtr |
| Egg Venture                      |  Yes  |  Yes  |  Yes  |  Yes  | eggventr |
| Eggor                            |  Yes  |   No  |Partial|  Yes  | eggor    |
| Eight Forces                     |  Yes  |  Yes  |  Yes  |  Yes  | eightfrc |
| Eight Man                        |  Yes  |  Yes  |  Yes  |  Yes  | eightman |
| Electric Yo-Yo, The              |  Yes  |  Yes  |  Yes  |  Yes  | elecyoyo |
| Elevator Action                  |  Yes  |  Yes  |  Yes  |  Yes  | elevator |
| Elevator Action Returns          |  Yes  |  Yes  |  Yes  |  Yes  | elvactr  |
| Eliminator                       |  Yes  |  Yes  | Yes(2)|  Yes  | elim2    |
| Emeraldia                        |  Yes  |  Yes  |Partial|  Yes  | emeralda |
| Empire City: 1931                |  Yes  |  Yes  |  Yes  |  Yes  | empcity  |
| Empire Strikes Back, The         |  Yes  |  Yes  |  Yes  |  Yes  | esb      |
| End, The                         |  Yes  |  Yes  |  Yes  |  Yes  | theend   |
| Enduro Racer                     | No(1) |  Yes  |  Yes  |  Yes  | enduror  |
| Enforce                          |  Yes  |  Yes  |  Yes  |  Yes  | enforce  |
| Enigma 2                         |  Yes  |   No  |   No  |  Yes  | enigma2  |
| Equites                          |   No  |  Yes  |  Yes  |   No  | equites  |
| Escape Kids                      |  Yes  |  Yes  |  Yes  |  Yes  | esckids  |
| Escape from the Planet of the Rob|  Yes  |  Yes  |  Yes  |  Yes  | eprom    |
| Espial                           |  Yes  |  Yes  |  Yes  |  Yes  | espial   |
| Evil Stone                       |  Yes  |  Yes  |  Yes  |  Yes  | evilston |
| Exciting Soccer                  |  Yes  |  Yes  |  Yes  |  Yes  | exctsccr |
| Exed Exes                        |  Yes  |  Yes  |  Yes  |  Yes  | exedexes |
| Exerion                          |  Yes  |  Yes  |  Yes  |  Yes  | exerion  |
| Express Raider                   |  Yes  |  Yes  |  Yes  |  Yes  | exprraid |
| Extermination                    |  Yes  |  Yes  |  Yes  |  Yes  | extrmatn |
| Exterminator                     |  Yes  |  Yes  |  Yes  |  Yes  | exterm   |
| Extra Bases                      |  Yes  |  Yes  |  Yes  |  Yes  | ebases   |
| Extra Inning                     |  Yes  |  Yes  |   No  |  Yes  | einnings |
| Extreme Downhill                 |  Yes  |  Yes  |  Yes  |  Yes  | extdwnhl |
| Exvania                          |  Yes  |  Yes  |Partial|  Yes  | exvania  |
| Exzisus                          |  Yes  |  Yes  |  Yes  |  Yes  | exzisus  |
| Eyes                             |  Yes  |  Yes  |  Yes  |  Yes  | eyes     |
| F-1 Dream                        |  Yes  |  Yes  |  Yes  |  Yes  | f1dream  |
